Symbol,LTP,%,High,Low,Open,Volume,Turnover,Date
NEPSE,497,,497,497,497,0,,23-May-13
NEPSE,499,,499,499,499,0,,26-May-13
NEPSE,504,,504,504,504,0,,27-May-13
NEPSE,501,,501,501,501,0,,28-May-13
NEPSE,500,,500,500,500,0,,30-May-13
NEPSE,497,,497,497,497,0,,02-Jun-13
NEPSE,499,,499,499,499,0,,03-Jun-13
NEPSE,498,,498,498,498,0,,04-Jun-13
NEPSE,498,,498,498,498,0,,05-Jun-13
NEPSE,498,,498,498,498,0,,06-Jun-13
NEPSE,497,,497,497,497,0,,09-Jun-13
NEPSE,496,,496,496,496,0,,10-Jun-13
NEPSE,496,,496,496,496,0,,11-Jun-13
NEPSE,495,,495,495,495,0,,12-Jun-13
NEPSE,494,,494,494,494,0,,13-Jun-13
NEPSE,495,,495,495,495,0,,16-Jun-13
NEPSE,493,,493,493,493,0,,17-Jun-13
NEPSE,491,,491,491,491,0,,18-Jun-13
NEPSE,490,,490,490,490,0,,19-Jun-13
NEPSE,488,,488,488,488,0,,20-Jun-13
NEPSE,488,,488,488,488,0,,23-Jun-13
NEPSE,489,,489,489,489,0,,24-Jun-13
NEPSE,494,,494,494,494,0,,25-Jun-13
NEPSE,498,,498,498,498,0,,26-Jun-13
NEPSE,496,,496,496,496,0,,27-Jun-13
